"","sveitarfelag","verd","staerd"
"12661","Reykjavíkurborg",164000,136.4
"12662","Reykjavíkurborg",140000,90
"12663","Reykjavíkurborg",250000,147
"12664","Reykjavíkurborg",150000,80
"12665","Kópavogsbær",165000,107.3
"12666","Reykjavíkurborg",1e+05,114.9
"12667","Reykjavíkurborg",135000,57.9
"12668","Reykjavíkurborg",102752,61.4
"12669","Reykjavíkurborg",270000,242.5
"12670","Reykjavíkurborg",116000,71.6
"12671","Reykjavíkurborg",89000,45
"12672","Reykjavíkurborg",125000,57
"12673","Hafnarfjarðarkaupstaður",75576,42.1
"12674","Reykjavíkurborg",70000,40
"12675","Reykjavíkurborg",70000,104.4
"12676","Hafnarfjarðarkaupstaður",120000,57
"12677","Reykjavíkurborg",140000,75
"12678","Mosfellsbær",150000,140
"12679","Hafnarfjarðarkaupstaður",150000,93
"12680","Kópavogsbær",125000,130.9
"12681","Reykjavíkurborg",106932,67
"12682","Reykjavíkurborg",84276,77
"12683","Hafnarfjarðarkaupstaður",160000,112
"12684","Reykjavíkurborg",74359,42.1
"12685","Garðabær",135000,65
"12686","Kópavogsbær",130000,114
"12687","Hafnarfjarðarkaupstaður",115000,72
"12688","Reykjavíkurborg",160000,146
"12689","Reykjavíkurborg",130000,90
"12690","Reykjavíkurborg",120000,85
"12691","Reykjavíkurborg",190000,68.2
"12692","Reykjavíkurborg",120000,64.4
"12693","Hafnarfjarðarkaupstaður",170000,156
"12694","Reykjavíkurborg",68000,48
"12695","Hafnarfjarðarkaupstaður",136000,80
"12696","Reykjavíkurborg",140000,77.3
"12697","Reykjavíkurborg",83965,49.7
"12698","Reykjavíkurborg",95000,53.7
"12699","Reykjavíkurborg",105000,57
"12700","Reykjavíkurborg",95000,67.5
"12701","Reykjavíkurborg",80000,60
"12702","Reykjavíkurborg",145000,120
"12703","Reykjavíkurborg",130000,55.2
"12704","Reykjavíkurborg",146000,79
"12705","Kópavogsbær",65000,42.6
"12706","Reykjavíkurborg",130000,91.6
"12707","Reykjavíkurborg",90000,64.1
"12708","Kópavogsbær",78000,40
"12709","Kópavogsbær",135000,72.7
"12710","Reykjavíkurborg",107833,58.7
"12711","Reykjavíkurborg",128000,56.9
"12712","Reykjavíkurborg",120000,94.3
"12713","Reykjavíkurborg",120000,75
"12714","Hafnarfjarðarkaupstaður",110000,62.4
"12715","Kópavogsbær",125000,78
"12716","Reykjavíkurborg",83291,52.4
"12717","Reykjavíkurborg",110000,65
"12718","Reykjavíkurborg",125000,72.6
"12719","Reykjavíkurborg",198000,136
"12720","Reykjavíkurborg",90782,60
"12721","Hafnarfjarðarkaupstaður",75872,42.1
"12722","Reykjavíkurborg",149000,75
"12723","Reykjavíkurborg",140000,80
"12724","Reykjavíkurborg",145430,78
"12725","Kópavogsbær",125000,99
"12726","Reykjavíkurborg",107833,66.4
"12727","Garðabær",290000,212
"12728","Reykjavíkurborg",116000,67
"12729","Reykjavíkurborg",195000,80
"12730","Reykjavíkurborg",90000,50
"12731","Kópavogsbær",150000,73
"12732","Reykjavíkurborg",96859,59.9
"12733","Reykjavíkurborg",118902,90
"12734","Reykjavíkurborg",68000,28
"12735","Hafnarfjarðarkaupstaður",139000,95.7
"12736","Reykjavíkurborg",120000,52
"12737","Reykjavíkurborg",78576,42.1
"12738","Reykjavíkurborg",75872,42.1
"12739","Hafnarfjarðarkaupstaður",150000,106.3
"12740","Reykjavíkurborg",95000,35
"12741","Reykjavíkurborg",135000,70
"12742","Reykjavíkurborg",175000,166
"12743","Reykjavíkurborg",75724,42.1
"12744","Reykjavíkurborg",1e+05,73.5
"12745","Reykjavíkurborg",130000,68.4
"12746","Reykjavíkurborg",130000,83
"12747","Reykjavíkurborg",180000,80
"12748","Reykjavíkurborg",101000,55
"12749","Hafnarfjarðarkaupstaður",120000,86
"12750","Reykjavíkurborg",115000,40.4
"12751","Reykjavíkurborg",140000,65
"12752","Kópavogsbær",65000,41.5
"12753","Reykjavíkurborg",118000,54
"12754","Hafnarfjarðarkaupstaður",130000,69
"12755","Reykjavíkurborg",125000,70
"12756","Reykjavíkurborg",150000,88
"12757","Reykjavíkurborg",160000,88
"12758","Hafnarfjarðarkaupstaður",130000,101.8
"12759","Reykjavíkurborg",140000,79.6
"12760","Reykjavíkurborg",160000,86
"12761","Reykjavíkurborg",130000,68
"12762","Hafnarfjarðarkaupstaður",165000,82.1
"12763","Hafnarfjarðarkaupstaður",150000,86.7
"12764","Hafnarfjarðarkaupstaður",150000,105
"12765","Reykjavíkurborg",61410,32
"12766","Hafnarfjarðarkaupstaður",190000,142.8
"12767","Reykjavíkurborg",120000,70
"12768","Reykjavíkurborg",140000,68
"12769","Reykjavíkurborg",105890,58.7
"12770","Reykjavíkurborg",130000,83.5
"12771","Garðabær",185000,150
"12772","Kópavogsbær",165000,103.7
"12773","Reykjavíkurborg",140000,76.5
"12774","Reykjavíkurborg",80000,30
"12775","Kópavogsbær",140000,75.2
"12776","Hafnarfjarðarkaupstaður",80000,60
"12777","Reykjavíkurborg",77614,42
"12778","Hafnarfjarðarkaupstaður",130000,48.9
"12779","Reykjavíkurborg",85000,37
"12780","Reykjavíkurborg",140000,78.7
"12781","Reykjavíkurborg",125000,65.7
"12782","Hafnarfjarðarkaupstaður",67000,22
"12783","Reykjavíkurborg",95000,50
"12784","Hafnarfjarðarkaupstaður",80000,180
"12785","Reykjavíkurborg",185000,130
"12786","Reykjavíkurborg",85000,49
"12787","Reykjavíkurborg",130000,65
"12788","Reykjavíkurborg",90000,135
"12789","Reykjavíkurborg",88562,64
"12790","Reykjavíkurborg",128000,50
"12791","Kópavogsbær",65000,51.1
"12792","Reykjavíkurborg",115000,64.5
"12793","Reykjavíkurborg",115000,68.8
"12794","Reykjavíkurborg",125000,105.2
"12795","Kópavogsbær",115000,64
"12796","Reykjavíkurborg",170000,80.8
"12797","Reykjavíkurborg",108000,41
"12798","Reykjavíkurborg",210000,106
"12799","Reykjavíkurborg",175000,119.5
"12800","Reykjavíkurborg",130000,68.4
"12801","Reykjavíkurborg",120000,58.8
"12802","Garðabær",185000,150
"12803","Reykjavíkurborg",162000,74
"12804","Hafnarfjarðarkaupstaður",134629,80.2
"12805","Hafnarfjarðarkaupstaður",136000,80
"12806","Mosfellsbær",240000,162.8
"12807","Garðabær",180000,144.9
"12808","Reykjavíkurborg",110000,56.6
"12809","Reykjavíkurborg",140000,69
"12810","Kópavogsbær",130000,100.7
"12811","Reykjavíkurborg",150000,128
"12812","Reykjavíkurborg",130000,70
"12813","Kópavogsbær",130000,77
"12814","Reykjavíkurborg",115000,70
"12815","Reykjavíkurborg",140000,114.4
"12816","Reykjavíkurborg",160000,84
"12817","Reykjavíkurborg",62000,53
"12818","Reykjavíkurborg",160000,118.9
"12819","Reykjavíkurborg",95299,50.6
"12820","Reykjavíkurborg",148500,105.1
"12821","Hafnarfjarðarkaupstaður",180000,133.2
"12822","Hafnarfjarðarkaupstaður",90000,89.3
"12823","Reykjavíkurborg",150000,95
"12824","Kópavogsbær",110000,86
"12825","Reykjavíkurborg",120000,60
"12826","Kópavogsbær",135000,90.1
"12827","Reykjavíkurborg",125000,47.4
"12828","Reykjavíkurborg",135000,99.3
"12829","Reykjavíkurborg",170000,81.9
"12830","Hafnarfjarðarkaupstaður",165000,102.2
"12831","Reykjavíkurborg",150000,116.9
"12832","Reykjavíkurborg",110000,70
"12833","Reykjavíkurborg",70000,60
"12834","Reykjavíkurborg",70000,76
"12835","Reykjavíkurborg",135000,69
"12836","Garðabær",120000,52
"12837","Kópavogsbær",136250,115.8
"12838","Hafnarfjarðarkaupstaður",136000,80
"12839","Kópavogsbær",125000,67
"12840","Kópavogsbær",150000,90
"12841","Hafnarfjarðarkaupstaður",130000,109.8
"12842","Reykjavíkurborg",170000,168.6
"12843","Reykjavíkurborg",230000,110.8
"12844","Hafnarfjarðarkaupstaður",110000,74.4
"12845","Reykjavíkurborg",75531,45
"12846","Reykjavíkurborg",74359,42.1
"12847","Kópavogsbær",185000,126.5
"12848","Reykjavíkurborg",144000,101.8
"12849","Kópavogsbær",125000,63
"12850","Hafnarfjarðarkaupstaður",128000,91.5
"12851","Reykjavíkurborg",90000,49
"12852","Reykjavíkurborg",125000,65
"12853","Reykjavíkurborg",78576,42.4
"12854","Reykjavíkurborg",90000,47.9
"12855","Reykjavíkurborg",115000,65
"12856","Reykjavíkurborg",1e+05,52.5
"12857","Reykjavíkurborg",185000,94.3
"12858","Reykjavíkurborg",185000,94.3
"12859","Garðabær",65000,110
"12860","Hafnarfjarðarkaupstaður",130000,71
"12861","Hafnarfjarðarkaupstaður",120000,67.3
"12862","Hafnarfjarðarkaupstaður",75872,43.6
"12863","Reykjavíkurborg",150000,62.9
"12864","Reykjavíkurborg",110000,64
"12865","Kópavogsbær",155000,117.3
"12866","Reykjavíkurborg",165000,67
"12867","Reykjavíkurborg",75000,40
"12868","Reykjavíkurborg",120000,44
"12869","Garðabær",96392,54.2
"12870","Reykjavíkurborg",80000,36.2
"12871","Reykjavíkurborg",190000,115
"12872","Kópavogsbær",120000,87
"12873","Reykjavíkurborg",105885,88.2
"12874","Kópavogsbær",125000,71
"12875","Kópavogsbær",150000,90.8
"12876","Hafnarfjarðarkaupstaður",166867,116.2
"12877","Garðabær",65000,53.4
"12878","Hafnarfjarðarkaupstaður",116750,111.7
"12879","Reykjavíkurborg",85000,45
"12880","Hafnarfjarðarkaupstaður",85000,45
"12881","Hafnarfjarðarkaupstaður",160000,105.6
"12882","Hafnarfjarðarkaupstaður",107300,136
"12883","Kópavogsbær",165000,110.6
"12884","Hafnarfjarðarkaupstaður",150712,79.9
"12885","Reykjavíkurborg",145000,56.9
"12886","Kópavogsbær",95000,43
"12887","Hafnarfjarðarkaupstaður",130000,89.4
"12888","Kópavogsbær",139000,80.1
"12889","Hafnarfjarðarkaupstaður",165000,117
"12890","Reykjavíkurborg",125000,55
"12891","Reykjavíkurborg",75724,42.1
"12892","Kópavogsbær",144000,108.7
"12893","Hafnarfjarðarkaupstaður",150000,103.5
"12894","Hafnarfjarðarkaupstaður",145000,73.4
"12895","Reykjavíkurborg",150000,87.9
"12896","Reykjavíkurborg",165000,79.2
"12897","Reykjavíkurborg",125000,75
"12898","Reykjavíkurborg",130000,58.7
"12899","Reykjavíkurborg",75724,42.1
"12900","Mosfellsbær",150000,158.9
"12901","Reykjavíkurborg",125000,60
"12902","Reykjavíkurborg",105000,78
"12903","Reykjavíkurborg",140000,82.7
"12904","Hafnarfjarðarkaupstaður",185000,144
"12905","Reykjavíkurborg",104000,53.2
"12906","Hafnarfjarðarkaupstaður",165000,94
"12907","Hafnarfjarðarkaupstaður",160000,104
"12908","Hafnarfjarðarkaupstaður",170000,101.8
"12909","Hafnarfjarðarkaupstaður",140000,88.4
"12910","Hafnarfjarðarkaupstaður",220000,207
"12911","Reykjavíkurborg",110000,67.4
"12912","Reykjavíkurborg",120000,55.1
"12913","Hafnarfjarðarkaupstaður",164000,176.2
"12914","Reykjavíkurborg",74119,42.1
"12915","Reykjavíkurborg",95000,45
"12916","Reykjavíkurborg",153000,80
"12917","Reykjavíkurborg",102000,62.8
"12918","Reykjavíkurborg",140000,93
"12919","Reykjavíkurborg",107833,66.4
"12920","Reykjavíkurborg",180000,95
"12921","Reykjavíkurborg",130000,96.4
"12922","Hafnarfjarðarkaupstaður",75872,42.1
"12923","Reykjavíkurborg",135000,56
"12924","Reykjavíkurborg",65000,30.6
"12925","Kópavogsbær",163000,128.5
"12926","Reykjavíkurborg",110000,70
"12927","Reykjavíkurborg",140000,55
"12928","Reykjavíkurborg",140000,115.9
"12929","Reykjavíkurborg",105890,58.7
"12930","Reykjavíkurborg",90000,101.4
"12931","Hafnarfjarðarkaupstaður",150000,170
"12932","Reykjavíkurborg",159000,158.6
"12933","Reykjavíkurborg",120000,120
"12934","Reykjavíkurborg",80000,48.4
"12935","Reykjavíkurborg",105000,79.5
"12936","Reykjavíkurborg",97237,50.1
"12937","Reykjavíkurborg",1e+05,53.6
"12938","Reykjavíkurborg",150000,73
"12939","Hafnarfjarðarkaupstaður",85000,42.7
"12940","Reykjavíkurborg",135000,58.8
"12941","Reykjavíkurborg",147000,132.1
"12942","Reykjavíkurborg",150000,47.7
"12943","Reykjavíkurborg",95000,48
"12944","Kópavogsbær",150000,95.3
"12945","Reykjavíkurborg",99000,50
"12946","Garðabær",155000,101.6
"12947","Reykjavíkurborg",165000,68
"12948","Reykjavíkurborg",115000,63.9
"12949","Reykjavíkurborg",140000,67
"12950","Reykjavíkurborg",175000,66.1
"12951","Kópavogsbær",120000,70
"12952","Hafnarfjarðarkaupstaður",135000,112.7
"12953","Reykjavíkurborg",115000,69.4
"12954","Kópavogsbær",65000,42.1
"12955","Hafnarfjarðarkaupstaður",90000,64
"12956","Hafnarfjarðarkaupstaður",164000,114.1
"12957","Hafnarfjarðarkaupstaður",138952,74.8
"12958","Reykjavíkurborg",65000,42
"12959","Kópavogsbær",170000,84.5
"12960","Kópavogsbær",170000,189.9
"12961","Reykjavíkurborg",74359,42.1
"12962","Reykjavíkurborg",84129,45.6
"12963","Kópavogsbær",144000,114
"12964","Kópavogsbær",133000,79.1
"12965","Kópavogsbær",75000,45
"12966","Kópavogsbær",130000,64.8
"12967","Kópavogsbær",151000,108
"12968","Garðabær",135000,112
"12969","Reykjavíkurborg",81599,50
"12970","Mosfellsbær",175000,76.3
"12971","Hafnarfjarðarkaupstaður",120000,70
"12972","Reykjavíkurborg",120000,53
"12973","Kópavogsbær",185000,100
"12974","Hafnarfjarðarkaupstaður",90000,40
"12975","Reykjavíkurborg",92000,44
"12976","Reykjavíkurborg",104000,53.2
"12977","Reykjavíkurborg",140000,105.3
"12978","Reykjavíkurborg",110725,66.4
"12979","Hafnarfjarðarkaupstaður",128500,69.8
"12980","Reykjavíkurborg",185000,100.8
"12981","Reykjavíkurborg",75724,42.1
"12982","Reykjavíkurborg",110244,59.5
"12983","Garðabær",140000,80
"12984","Hafnarfjarðarkaupstaður",170000,118.5
"12985","Reykjavíkurborg",160000,98.2
"12986","Hafnarfjarðarkaupstaður",163500,113.8
"12987","Reykjavíkurborg",90000,85.6
"12988","Reykjavíkurborg",95000,50
"12989","Kópavogsbær",1e+05,44.9
"12990","Hafnarfjarðarkaupstaður",112914,172.9
"12991","Reykjavíkurborg",114000,58.6
"12992","Hafnarfjarðarkaupstaður",115000,47.3
"12993","Reykjavíkurborg",99347,67
"12994","Reykjavíkurborg",78143,38.8
"12995","Reykjavíkurborg",140000,91.6
"12996","Reykjavíkurborg",61410,32
"12997","Reykjavíkurborg",95000,93.9
"12998","Hafnarfjarðarkaupstaður",175000,92.4
"12999","Reykjavíkurborg",79693,38.8
"13000","Reykjavíkurborg",125000,55.6
"13001","Reykjavíkurborg",95039,59.9
"13002","Kópavogsbær",125000,82
"13003","Hafnarfjarðarkaupstaður",135000,65
"13004","Reykjavíkurborg",90737,60
"13005","Reykjavíkurborg",115000,69.1
"13006","Reykjavíkurborg",140000,91.2
"13007","Reykjavíkurborg",150000,108.5
"13008","Reykjavíkurborg",110000,60
"13009","Mosfellsbær",79000,55
"13010","Hafnarfjarðarkaupstaður",130000,108.5
"13011","Reykjavíkurborg",170000,76.5
"13012","Kópavogsbær",125000,60
"13013","Reykjavíkurborg",115000,48
"13014","Reykjavíkurborg",110000,55
"13015","Reykjavíkurborg",135000,69
"13016","Reykjavíkurborg",112206,76.7
"13017","Reykjavíkurborg",80000,77.3
"13018","Kópavogsbær",175000,107
"13019","Reykjavíkurborg",88000,65.2
"13020","Reykjavíkurborg",115176,76.2
"13021","Reykjavíkurborg",130000,66.7
"13022","Reykjavíkurborg",82613,48.9
"13023","Reykjavíkurborg",110000,74
"13024","Reykjavíkurborg",145000,114.3
"13025","Reykjavíkurborg",75872,42.1
"13026","Reykjavíkurborg",1e+05,40
"13027","Kópavogsbær",130000,100
"13028","Hafnarfjarðarkaupstaður",97048,50.6
"13029","Hafnarfjarðarkaupstaður",145000,106
"13030","Reykjavíkurborg",230000,148.8
"13031","Reykjavíkurborg",92000,91.7
"13032","Hafnarfjarðarkaupstaður",135000,105
"13033","Hafnarfjarðarkaupstaður",130000,65
"13034","Kópavogsbær",216000,151.1
"13035","Hafnarfjarðarkaupstaður",120000,93.6
"13036","Reykjavíkurborg",87000,40
"13037","Reykjavíkurborg",140000,70
"13038","Reykjavíkurborg",95000,40
"13039","Reykjavíkurborg",230000,144.1
"13040","Kópavogsbær",80000,50
"13041","Reykjavíkurborg",145000,68
"13042","Hafnarfjarðarkaupstaður",130000,76.6
"13043","Reykjavíkurborg",130000,60
"13044","Reykjavíkurborg",165000,115
"13045","Kópavogsbær",214248,87.7
"13046","Kópavogsbær",181000,99.9
"13047","Reykjavíkurborg",108761,67.5
"13048","Reykjavíkurborg",117693,55.4
"13049","Reykjavíkurborg",179000,104.8
"13050","Reykjavíkurborg",75872,42.1
"13051","Hafnarfjarðarkaupstaður",90000,96
"13052","Reykjavíkurborg",140000,70
"13053","Reykjavíkurborg",83435,51
"13054","Reykjavíkurborg",115500,60
"13055","Reykjavíkurborg",105000,49.4
"13056","Reykjavíkurborg",150000,85
"13057","Reykjavíkurborg",135000,91
"13058","Reykjavíkurborg",125000,67
"13059","Hafnarfjarðarkaupstaður",126750,82
"13060","Reykjavíkurborg",120000,78.6
"13061","Reykjavíkurborg",150000,104
"13062","Reykjavíkurborg",1e+05,101.8
"13063","Reykjavíkurborg",110000,50
"13064","Reykjavíkurborg",1e+05,50
"13065","Reykjavíkurborg",96000,54.8
"13066","Reykjavíkurborg",130000,74
"13067","Reykjavíkurborg",120000,109.9
"13068","Reykjavíkurborg",180000,84
"13069","Reykjavíkurborg",125000,56.2
"13070","Reykjavíkurborg",136443,120.3
"13071","Reykjavíkurborg",1e+05,50
"13072","Reykjavíkurborg",150000,77.7
"13073","Reykjavíkurborg",162500,108.3
"13074","Reykjavíkurborg",110000,113
"13075","Reykjavíkurborg",90000,83
"13076","Reykjavíkurborg",120000,66.3
"13077","Hafnarfjarðarkaupstaður",150000,104.5
"13078","Reykjavíkurborg",120000,80.8
"13079","Reykjavíkurborg",173973,71.6
"13080","Reykjavíkurborg",1e+05,50
"13081","Reykjavíkurborg",155000,70
"13082","Reykjavíkurborg",130000,57
"13083","Reykjavíkurborg",120000,45
"13084","Reykjavíkurborg",2e+05,110.2
"13085","Reykjavíkurborg",115000,64.2
"13086","Reykjavíkurborg",160000,80
"13087","Mosfellsbær",162800,100.7
"13088","Reykjavíkurborg",145000,99
"13089","Reykjavíkurborg",1e+05,160.6
"13090","Hafnarfjarðarkaupstaður",180000,118.9
"13091","Kópavogsbær",110000,50
"13092","Kópavogsbær",80000,54
"13093","Reykjavíkurborg",177786,96
"13094","Reykjavíkurborg",75576,42.1
"13095","Reykjavíkurborg",180000,80
"13096","Reykjavíkurborg",1e+05,30
"13097","Reykjavíkurborg",149000,78.4
"13098","Reykjavíkurborg",150000,101.6
"13099","Reykjavíkurborg",150000,100.7
"13100","Kópavogsbær",150000,100
"13101","Reykjavíkurborg",190000,87.4
"13102","Reykjavíkurborg",140000,82.9
"13103","Reykjavíkurborg",75974,40.2
"13104","Hafnarfjarðarkaupstaður",145000,75.9
"13105","Kópavogsbær",185000,117
"13106","Reykjavíkurborg",110000,39.5
"13107","Reykjavíkurborg",130000,88
"13108","Hafnarfjarðarkaupstaður",150000,89.1
"13109","Reykjavíkurborg",104000,51
"13110","Reykjavíkurborg",120000,58.9
"13111","Hafnarfjarðarkaupstaður",155000,87
"13112","Reykjavíkurborg",65000,28
"13113","Reykjavíkurborg",140000,57.1
"13114","Reykjavíkurborg",96859,63.7
"13115","Reykjavíkurborg",65000,28
"13116","Reykjavíkurborg",75872,42.1
"13117","Reykjavíkurborg",120000,69
"13118","Reykjavíkurborg",123000,103
"13119","Reykjavíkurborg",140000,72.4
"13120","Hafnarfjarðarkaupstaður",170000,104.4
"13121","Hafnarfjarðarkaupstaður",110000,45
"13122","Reykjavíkurborg",90852,74.4
"13123","Reykjavíkurborg",72000,78
"13124","Reykjavíkurborg",120000,74.2
"13125","Reykjavíkurborg",132000,61.6
"13126","Reykjavíkurborg",75576,42.1
"13127","Reykjavíkurborg",190000,237.6
"13128","Mosfellsbær",85000,50
"13129","Hafnarfjarðarkaupstaður",140000,111
"13130","Reykjavíkurborg",110000,57
"13131","Reykjavíkurborg",150000,60.7
"13132","Reykjavíkurborg",150000,105
"13133","Reykjavíkurborg",180000,97
"13134","Reykjavíkurborg",140000,39
"13135","Reykjavíkurborg",79732,38.8
"13136","Reykjavíkurborg",175000,106.6
"13137","Reykjavíkurborg",125000,84.6
"13138","Reykjavíkurborg",106932,65
"13139","Reykjavíkurborg",150000,155.9
"13140","Reykjavíkurborg",115565,59.9
"13141","Mosfellsbær",130000,58
"13142","Reykjavíkurborg",105000,47.1
"13143","Reykjavíkurborg",149000,75
"13144","Reykjavíkurborg",150000,42.7
"13145","Reykjavíkurborg",79000,73.9
"13146","Reykjavíkurborg",150000,71.8
"13147","Reykjavíkurborg",185000,126.7
"13148","Reykjavíkurborg",89000,59.5
"13149","Reykjavíkurborg",140000,81.8
"13150","Reykjavíkurborg",130000,111.9
"13151","Reykjavíkurborg",113674,41
"13152","Reykjavíkurborg",80000,45
"13153","Mosfellsbær",150000,110
"13154","Reykjavíkurborg",1e+05,96
"13155","Hafnarfjarðarkaupstaður",130000,58.3
"13156","Reykjavíkurborg",107833,58.9
"13157","Mosfellsbær",120000,66
"13158","Reykjavíkurborg",190000,124
"13159","Reykjavíkurborg",108410,71.7
"13160","Reykjavíkurborg",135000,77.2
"13161","Reykjavíkurborg",95000,55.8
"13162","Reykjavíkurborg",125000,73
"13163","Reykjavíkurborg",75872,42.1
"13164","Reykjavíkurborg",132000,80
"13165","Reykjavíkurborg",80120,38.8
"13166","Reykjavíkurborg",90000,31.8
"13167","Reykjavíkurborg",78576,42.1
"13168","Kópavogsbær",110000,70
"13169","Reykjavíkurborg",135000,53
"13170","Mosfellsbær",155000,99
"13171","Kópavogsbær",190000,122.6
"13172","Reykjavíkurborg",170000,112.6
"13173","Reykjavíkurborg",124000,53.7
"13174","Reykjavíkurborg",120000,76.5
"13175","Reykjavíkurborg",130000,50
